kmedian,parmedian,public,private,ivyplus,otherelite,hselective,selective,northeast,midwest,west,pctfemale,pctkmarried
46700,120100,1,0,0,0,0,1,1,0,0,55.23324,55.877852
71200,151000,1,0,0,1,0,0,0,0,0,55.002838,62.716591
38200,69900,1,0,0,0,0,1,0,0,0,50.544322,65.700847
57500,108100,1,0,0,0,0,1,0,0,1,52.928507,57.392865
35800,60200,1,0,0,0,0,1,0,0,0,54.328358,50.90788
37500,79700,1,0,0,0,0,1,0,0,0,58.199847,57.86227
37500,85400,1,0,0,0,0,1,0,0,0,58.767772,56.551266
44000,96100,1,0,0,0,1,0,0,1,0,55.335397,63.920385
45700,90100,1,0,0,0,0,1,0,0,1,51.705354,67.054427
36900,62000,0,1,0,0,0,1,0,1,0,48.672566,55.400813
38900,75500,0,1,0,0,0,1,0,1,0,45.652175,64.71647
58500,103200,0,1,0,0,0,1,1,0,0,55.161291,62.653041
39300,75100,0,1,0,0,0,1,0,1,0,95.636362,57.043773
30100,91300,1,0,0,0,0,1,0,0,1,55.606407,79.703969
29300,89800,1,0,0,0,0,1,0,0,1,46.587822,77.311224
47800,67500,0,1,0,0,0,1,1,0,0,58.357489,54.34733
37800,83400,1,0,0,0,0,1,0,0,0,59.614891,59.747541
29600,62000,1,0,0,0,0,1,0,0,0,54.941511,44.302782
41800,62700,1,0,0,0,0,1,0,1,0,48.758465,71.825904
51200,107000,0,1,0,0,0,1,0,1,0,54.106027,68.147784
72800,197900,0,1,0,1,0,0,0,0,0,53.726566,63.889211
32900,83200,0,1,0,0,0,1,0,0,1,62.135923,71.484703
46000,145100,0,1,0,1,0,0,1,0,0,60.714287,44.555253
27200,48500,0,0,0,0,0,0,0,1,0,41.241077,39.620981
53000,30900,0,1,0,0,0,0,1,0,0,9.9518456,39.375299
78300,159900,0,1,0,1,0,0,1,0,0,50.053751,63.73328
32600,68800,1,0,0,0,0,1,0,1,0,36.946717,55.315363
20200,36500,0,0,0,0,0,0,0,0,0,68.527263,28.743851
40200,90700,1,0,0,0,0,1,0,0,0,60.536742,51.194024
70800,116700,1,0,0,0,0,1,0,0,0,5.6910571,67.730194
62300,123300,1,0,0,0,1,0,0,0,0,43.178684,65.335566
35900,52200,1,0,0,0,0,1,0,0,0,54.688799,25.135735
40400,90400,0,1,0,0,0,1,0,0,0,61.904764,55.334544
38600,78200,0,1,0,0,0,1,0,1,0,73.862159,65.008473
58200,100800,0,1,0,0,0,1,0,1,0,0.33057851,62.956327
58000,114400,0,1,0,0,0,1,1,0,0,58.172232,57.70995
71500,191500,0,1,0,1,0,0,0,0,0,51.275688,65.989584
39300,70300,0,0,0,0,0,0,0,1,0,46.153846,71.445614
39000,94100,0,1,0,0,0,1,0,0,1,52.194357,69.295704
42600,82700,0,1,0,0,0,1,0,1,0,55.403346,66.895604
23800,104100,0,1,0,0,0,1,0,0,0,63.473052,47.583985
48400,85100,0,1,0,0,0,1,0,1,0,54.817706,78.110844
39400,80800,1,0,0,0,0,1,0,1,0,56.844109,63.039273
36200,74900,0,1,0,0,0,1,0,0,0,60.904253,48.828545
54700,99300,0,1,0,0,0,1,1,0,0,47.247708,60.048878
78200,226700,0,1,0,1,0,0,0,0,0,44.161186,65.991741
51500,120900,0,1,0,0,0,1,0,0,0,60.742706,60.547525
50000,104200,1,0,0,0,0,1,0,0,1,52.909046,64.539325
67500,180200,0,1,0,1,0,0,0,1,0,52.833766,58.425957
39800,60200,0,1,0,0,0,1,0,0,0,51.053482,62.763017
40500,67800,1,0,0,0,0,1,0,1,0,54.291844,70.208883
38400,81800,1,0,0,0,0,1,0,1,0,58.331776,45.417821
42900,74000,0,1,0,0,0,1,1,0,0,50.192553,65.669513
42000,62400,0,1,0,0,0,1,0,0,0,33.333334,49.16667
35500,92000,1,0,0,0,0,1,0,0,1,50.425935,74.841857
36900,96000,0,1,0,0,0,1,0,1,0,60.554701,55.161756
56300,142500,0,1,0,1,0,0,1,0,0,99.052429,50.03866
41500,74900,0,1,0,0,0,1,1,0,0,95.625001,47.69223
59700,93600,0,1,0,0,0,1,1,0,0,16.304348,52.832913
44100,81500,0,1,0,0,0,1,0,0,0,46.85891,55.015695
56500,165300,0,1,0,1,0,0,1,0,0,53.877139,50.664794
47500,102700,1,0,0,0,0,1,1,0,0,61.328936,60.739905
36400,72200,1,0,0,0,0,1,0,0,0,53.969437,61.729866
39900,74600,1,0,0,0,0,1,0,0,0,53.492647,66.841352
33900,64200,1,0,0,0,0,1,0,0,0,52.847809,56.881022
27200,65100,1,0,0,0,0,1,0,0,0,50.584531,50.99743
42700,86700,1,0,0,0,0,1,0,0,0,47.450212,59.289235
46800,86300,0,1,0,0,0,1,0,0,0,54.078549,59.883344
36700,88000,1,0,0,0,0,1,0,0,0,50.572777,61.031872
47300,100500,1,0,0,0,0,1,1,0,0,52.877927,50.619423
45200,93400,1,0,0,0,0,1,0,1,0,50.547123,64.249134
25000,56700,0,0,0,0,0,0,0,0,1,78.500003,43.411961
35100,76100,1,0,0,0,0,1,0,0,0,56.418425,62.720841
45000,112200,1,0,0,0,0,1,0,1,0,53.108805,63.694984
26000,62400,1,0,0,0,0,1,0,0,1,51.97854,47.256988
57100,99300,0,1,0,0,0,1,1,0,0,44.474763,62.980825
28000,51200,1,0,0,0,0,1,0,0,1,53.817272,49.284026
40800,86900,1,0,0,0,0,1,0,0,1,61.823499,68.076915
35800,94700,1,0,0,0,0,1,0,0,1,40.572268,55.442655
45900,108100,1,0,0,0,0,1,0,0,1,59.434628,61.110085
48200,98100,1,0,0,0,0,1,1,0,0,54.514766,60.618937
47300,96600,0,1,0,0,0,1,0,1,0,41.8239,65.503818
46400,87900,0,1,0,0,0,1,1,0,0,64.429528,70.545608
41500,95400,0,1,0,0,0,1,0,0,1,59.923667,68.741113
47600,132100,0,1,0,0,1,0,0,0,1,65.056181,73.554587
26400,37800,0,0,0,0,0,0,0,0,1,39.515153,23.935547
46600,117300,0,1,0,0,1,0,1,0,0,65.582657,55.326259
41500,130900,0,1,0,0,1,0,0,1,0,54.441911,73.715872
47200,85100,0,1,0,0,0,1,0,0,0,54.351145,64.286095
35300,95600,0,1,0,0,0,1,1,0,0,95.794392,56.957787
48500,138200,0,1,0,1,0,0,0,0,1,57.30443,58.210313
47900,98500,0,1,0,0,0,1,0,0,1,56.440902,47.606146
41000,98500,0,1,0,0,0,1,0,0,1,61.438477,75.211358
38000,86400,1,0,0,0,0,1,0,1,0,56.132919,58.862984
53400,96000,0,1,0,0,0,1,1,0,0,44.574982,59.613645
52500,80100,0,1,0,0,0,1,1,0,0,46.481481,60.095644
49400,110800,0,1,0,0,0,1,0,0,1,55.989802,57.052082
31700,66500,0,1,0,0,0,1,0,0,0,62.177122,59.54569
42600,95100,0,1,0,0,0,1,0,1,0,59.671301,71.338969
46900,89500,1,0,0,0,0,1,1,0,0,56.37306,49.883071
34700,105900,0,1,0,0,0,0,0,0,0,99.748111,60.922098
38300,64400,0,1,0,0,0,1,0,1,0,38.998836,55.50921
35000,88600,0,1,0,0,0,1,0,1,0,75.43478,59.773177
30500,53800,0,1,0,0,0,1,0,0,0,56.25,70.462656
62600,184000,0,1,0,1,0,0,1,0,0,53.838062,56.31516
40400,71400,0,1,0,0,0,1,0,1,0,54.133636,65.93712
39600,94300,0,1,0,0,0,1,0,0,0,60.260588,52.49055
40700,86600,0,1,0,0,0,1,0,0,0,53.160918,58.05968
33800,45400,1,0,0,0,0,1,0,0,0,67.19085,26.99964
38600,84100,1,0,0,0,0,1,0,0,0,71.773881,58.908486
39300,85400,0,1,0,0,0,1,0,1,0,61.399549,75.150943
46100,104800,0,1,0,0,0,1,0,1,0,57.283258,65.028304
55100,133400,0,1,0,0,1,0,0,0,0,48.025477,69.341409
44300,61900,0,1,0,0,0,1,0,0,1,61.095101,45.329198
85200,109500,0,1,0,0,1,0,1,0,0,23.244147,60.654932
44800,87600,1,0,0,0,0,1,1,0,0,60.141271,56.70563
12400,27200,0,1,0,0,0,0,0,1,0,76.604277,21.807687
39400,83200,1,0,0,0,0,1,0,1,0,56.49547,61.302131
52200,122100,0,1,0,0,0,1,0,1,0,56.767589,66.679204
48400,63100,0,1,0,0,0,1,0,0,0,72.9716,32.077602
76000,199700,0,1,1,0,0,0,1,0,0,50.661159,55.138421
46400,180100,0,1,0,0,0,1,1,0,0,46.747753,81.344277
34000,98300,0,1,0,0,0,0,0,0,0,47.117296,58.961809
36000,71500,1,0,0,0,0,1,0,1,0,51.344782,56.003773
